Distrito;Sitio;IDEM;X crtm;Y crtm;Nombre común;Especie;Clasificación;DAP;H;Estado Fitosanitario;Inclinación del fuste;Cercanía al tendido eléctrico (m);Afectación de Aceras;Prodecencia;Riesgo General
La Asunción;Parques;13566;480993.1188;1103766.828;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13567;480990.2153;1103766.199;Tuete;Vernonia patens;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13578;480981.6809;1103771.664;Tuete;Vernonia patens;Arbusto;9.999;2.3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13590;480979.5483;1103771.267;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13597;480964.1194;1103771.34;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13598;480968.0616;1103770.754;Tuete;Vernonia patens;Arbusto;9.999;2.2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13600;480971.7937;1103773.023;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13601;480973.5102;1103770.278;Tuete;Vernonia patens;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13602;480973.5102;1103770.278;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13603;480973.5102;1103770.278;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13604;480973.5102;1103770.278;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13605;480973.5102;1103770.278;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13606;480973.5102;1103770.278;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13608;480975.3684;1103772.187;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13609;480975.3684;1103772.187;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13610;480973.3645;1103772.54;Tuete;Vernonia patens;Arbusto;9.999;2.4;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13611;480973.3645;1103772.54;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13614;480975.2316;1103774.671;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13615;480975.2316;1103774.671;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13616;480975.2316;1103774.671;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13617;480974.0831;1103775.683;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13618;480975.1954;1103776.776;Tuete;Vernonia patens;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13627;480990.2853;1103778.399;Tuete;Vernonia patens;Arbusto;9.999;2.2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13641;480991.7701;1103787.483;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13642;480989.6923;1103784.954;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13643;480988.1112;1103784.5;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13645;480988.7911;1103784.926;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13656;480984.9447;1103792.502;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13659;480991.3889;1103796.429;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13670;480982.285;1103784.291;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13671;480982.0086;1103783.984;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13682;480979.7702;1103790.91;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13686;480981.5857;1103782.502;Tuete;Vernonia patens;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13694;480977.1496;1103788.252;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13700;480973.4492;1103793.991;Pitanga;Eugenia uniflora;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;13706;480971.0384;1103787.847;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13721;480965.1713;1103778.431;Tuete;Vernonia patens;Arbusto;9.999;2.5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13722;480965.28;1103776.652;Tuete;Vernonia patens;Arbusto;9.999;2.4;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13726;480961.9868;1103768.866;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13728;480961.4064;1103765.863;Tuete;Vernonia patens;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13729;480959.9259;1103765.057;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13730;480960.4411;1103767.05;Tuete;Vernonia patens;Arbusto;9.999;2.4;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13731;480961.7551;1103766.048;Tuete;Vernonia patens;Arbusto;9.999;2.5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13733;480968.5917;1103765.683;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13734;480968.5917;1103765.683;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13736;480962.8281;1103761.236;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13738;481002.6082;1103759.501;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13744;481001.2934;1103775.715;Tuete;Vernonia patens;Arbusto;9.999;2.5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13745;481001.0191;1103777.281;Tuete;Vernonia patens;Arbusto;9.999;2.5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13747;481003.6386;1103780.125;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13752;481004.6514;1103783.852;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13760;481005.3712;1103805.803;Tuete;Vernonia patens;Arbusto;9.999;2.5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13762;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13763;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13764;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13765;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13766;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13767;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13768;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13769;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13770;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13771;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13772;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13773;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13774;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13775;481000.912;1103800.994;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13786;480999.7351;1103818.886;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13787;480999.7351;1103818.886;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13788;480999.7351;1103818.886;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13789;480998.9378;1103822.512;Ortiga;Urera sp.;Arbusto;9.999;2.8;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13797;480992.634;1103822.913;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13798;480992.634;1103822.913;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13799;480992.634;1103822.913;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13800;480992.634;1103822.913;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13801;480992.634;1103822.913;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13802;480992.634;1103822.913;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13804;480989.2275;1103828.904;Tuete;Vernonia patens;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13809;480993.3484;1103836.753;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13810;480993.3484;1103836.753;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13811;480993.3484;1103836.753;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13812;480993.3484;1103836.753;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13813;480993.3484;1103836.753;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13824;480975.9746;1103842.992;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13825;480975.9746;1103842.992;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13834;480989.5682;1103811.652;Pitanga;Eugenia uniflora;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;13836;480990.0446;1103808.584;NI;NI;NI;9.999;1.999;NR;NR;NR;NR;NI;ALTO
La Asunción;Parques;13839;480984.9698;1103804.747;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13841;480986.0012;1103808.409;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13850;480977.4552;1103827.25;Tuete;Vernonia patens;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13860;480973.615;1103827.929;Tuete;Vernonia patens;Arbusto;9.999;2.5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13866;480974.3566;1103824.656;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13867;480974.3566;1103824.656;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13887;480965.751;1103815.493;Tuete;Vernonia patens;Arbusto;9.999;2.6;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13901;480962.4871;1103830.105;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13912;480955.9685;1103824.24;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13916;480960.3443;1103810.267;Tucuico;Ardisia revoluta;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13917;480957.5799;1103813.495;Tucuico;Ardisia revoluta;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13923;480955.6836;1103824.648;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13934;480954.1047;1103809.622;Tuete;Vernonia patens;Arbusto;9.999;2.3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13936;480948.4364;1103813.555;Tucuico;Ardisia revoluta;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13937;480946.4258;1103815.735;Tuete;Vernonia patens;Arbusto;9.999;2.5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13940;480948.0529;1103818.088;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13943;480942.6642;1103809.489;Tucuico;Ardisia revoluta;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13944;480941.5611;1103809.1;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13946;480937.8567;1103807.442;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13947;480941.8905;1103805.865;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13954;480935.6189;1103815.499;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13959;480930.4061;1103811.822;Acerola;Malpighia glabra;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13970;481006.799;1103796.032;NI;NI;NI;9.999;1.999;NR;NR;NR;NR;NI;ALTO
La Asunción;Parques;13972;481006.799;1103796.032;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13973;481006.799;1103796.032;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13974;481006.799;1103796.032;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13975;481006.799;1103796.032;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13977;480998.1535;1103798.725;Ortiga;Urera sp.;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13978;480998.1535;1103798.725;Ortiga;Urera sp.;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13979;480998.1535;1103798.725;Ortiga;Urera sp.;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13980;480998.1535;1103798.725;Ortiga;Urera sp.;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13981;480998.1535;1103798.725;Ortiga;Urera sp.;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13982;480998.1535;1103798.725;Ortiga;Urera sp.;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13983;480998.1535;1103798.725;Ortiga;Urera sp.;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13984;480999.1831;1103798.909;NI;NI;NI;9.999;1.999;NR;NR;NR;NR;NI;ALTO
La Asunción;Parques;13986;480994.0638;1103798.152;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13992;480976.2305;1103804.215;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;13998;480981.1269;1103802.238;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14012;480968.4723;1103801.187;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14013;480970.2834;1103801.122;Zorrillo;Cestrum sp. 1;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14014;480970.8252;1103801.455;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14018;480966.6813;1103802.125;NI;NI;NI;9.999;1.999;NR;NR;NR;NR;NI;ALTO
La Asunción;Parques;14020;480965.9917;1103802.116;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14031;480949.2308;1103802.227;Acerola;Malpighia glabra;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14032;480949.2308;1103802.227;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14034;480949.0092;1103799.955;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14039;480939.8948;1103803.26;;Psychotria horizontalis;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14040;480939.8948;1103803.26;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14050;480926.8121;1103792.746;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14052;480925.673;1103792.885;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14053;480926.1049;1103792.626;NI;NI;NI;9.999;1.999;NR;NR;NR;NR;NI;ALTO
La Asunción;Parques;14056;480928.8624;1103795.155;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14057;480928.8624;1103795.155;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14067;480957.6517;1103791.516;Júpiter;Lagerstroemia indica;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14068;480957.0548;1103792.674;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14069;480954.8786;1103794.881;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14070;480954.2893;1103793.853;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14071;480956.4669;1103792.276;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14072;480955.005;1103791.248;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14073;480955.1886;1103790.126;Júpiter;Lagerstroemia indica;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14075;480950.5645;1103788.617;Júpiter;Lagerstroemia indica;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14077;480946.8277;1103794.126;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14081;480943.4774;1103783.922;NI;NI;NI;9.999;1.999;NR;NR;NR;NR;NI;ALTO
La Asunción;Parques;14083;480940.1324;1103783.848;Pitanga;Eugenia uniflora;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14088;480936.5972;1103788.94;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14090;480942.871;1103783.69;Ardisia;Ardisia crenata;Arbusto;9.999;1.999;NR;NR;NR;NR;NI;ALTO
La Asunción;Parques;14096;480938.3664;1103798.784;Candelillo;Piper tuberculatum;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14097;480938.3664;1103798.784;Candelillo;Piper tuberculatum;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14098;480938.3664;1103798.784;Candelillo;Piper tuberculatum;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14103;480936.4723;1103795.383;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14107;480934.1966;1103785.511;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14114;480931.6657;1103759.51;Júpiter;Lagerstroemia indica;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14121;480921.9761;1103753.22;Zorrillo;Cestrum sp. 1;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14124;480938.9615;1103758.802;Júpiter;Lagerstroemia indica;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14128;480931.2196;1103751.538;Júpiter;Lagerstroemia indica;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14142;480930.4071;1103742.972;Myrtaceae 1;Myrtaceae 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14145;480942.9515;1103745.043;Jorco;Garcinia intermedia;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14146;480942.6373;1103741.603;NI;NI;NI;9.999;1.999;NR;NR;NR;NR;NI;ALTO
La Asunción;Parques;14147;480943.0316;1103740.964;Tuete;Vernonia patens;Arbusto;9.999;2.2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14148;480945.0987;1103739.73;Tuete;Vernonia patens;Arbusto;9.999;2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14152;480941.5957;1103735.3;Tuete;Vernonia patens;Arbusto;9.999;2.3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14153;480941.4299;1103734.865;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14156;480907.415;1103796.093;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14160;480881.9135;1103776.455;Saragundí;Senna reticulata;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14162;480879.8111;1103781.368;Acerola;Malpighia glabra;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14163;480879.8111;1103781.368;Acerola;Malpighia glabra;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14167;480874.6893;1103775.883;Reina de la noche;Brugmansia candida;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14168;480873.6696;1103775.569;Reina de la noche;Brugmansia candida;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14169;480871.8859;1103773.585;Reina de la noche;Brugmansia candida;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14170;480871.8859;1103773.585;Reina de la noche;Brugmansia candida;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14171;480875.8463;1103772.276;Reina de la noche;Brugmansia candida;Arbusto;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Parques;14173;480889.0616;1103774.281;;Solanum umbellatum;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14176;480898.5227;1103783.935;Tuete;Vernonia patens;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14180;480903.6332;1103786.788;Tuete;Vernonia patens;Arbusto;9.999;2.2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14221;480917.8005;1103764.421;Pascuita;Euphorbia leucocephala;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14226;480897.7698;1103767.713;;Psychotria horizontalis;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14233;480885.8263;1103755.65;Zorrillo;Cestrum sp. 1;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14234;480884.9891;1103754.297;Candelillo;Piper tuberculatum;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Parques;14253;480897.1585;1103758.332;;Solanum rovirosanum;Arbusto;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
