Distrito;Sitio;IDEM;X crtm;Y crtm;Nombre común;Especie;Clasificación;DAP;H;Estado Fitosanitario;Inclinación del fuste;Cercanía al tendido eléctrico (m);Afectación de Aceras;Prodecencia;Riesgo General
San Antonio;Aceras;2517;479933.7503;1103958.727;Cedro;Cedrela odorata;Árbol;59;15.1;B;B;NA;B;Nativo;ALTO
La Asunción;Aceras;6643;480982.5022;1103638.169;Lorito;Cojoba arborea;Árbol;56.9;10;B;B;NA;B;Nativo;ALTO
La Asunción;Aceras;6644;480967.0448;1103640.389;Lorito;Cojoba arborea;Árbol;57;10;B;B;0;C;Nativo;ALTO
La Ribera;Aceras;1395;479219.613;1104058.848;Laurel de la India;Ficus benjamina;Árbol;34.23;12;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;11831;481028.222;1103641.794;Roble de Sabana;Tabebuia rosea;Árbol;67.8;11;B;A;0;A;Nativo;ALTO
San Antonio;Aceras;6052;478589.7232;1103072.212;Higuerón;Ficus jimenezii;Árbol;132;14.4;B;B;NA;NA;Nativo;ALTO
La Ribera;Aceras;1365;478560.6338;1104214.998;Casuarina;Casuarina equisetifolia;Árbol;49;15;B;B;NA;B;Exótico;ALTO
La Asunción;Aceras;6596;480987.9829;1103636.175;Lorito;Cojoba arborea;Árbol;39.7;10;B;B;NA;B;Nativo;ALTO
La Asunción;Aceras;6597;480970.9916;1103640.276;Lorito;Cojoba arborea;Árbol;44.25;10;B;B;NA;C;Nativo;ALTO
La Asunción;Aceras;6649;480898.7477;1103651.263;Laurel;Cordia alliodora;Árbol;39.7;13;B;B;0;B;Nativo;ALTO
San Antonio;Aceras;3356;479010.8871;1103572.276;Palma navideña;Adonidia merrilli;Palma;24.3;15;B;A;3.4;A;Exótico;ALTO
San Antonio;Aceras;3773;479982.8102;1103769.433;Palmera múltiple;Chrysalidocarpus lutescens;Palma;12.5;7;B;B;0;A;Exótico;ALTO
San Antonio;Aceras;3875;479969.1086;1103972.828;Jacaranda;Jacaranda mimosifolia;Árbol;20;7;B;B;0.5;NA;Exótico;ALTO
San Antonio;Aceras;3876;479969.8781;1103976.478;Jacaranda;Jacaranda mimosifolia;Árbol;12.6;7;B;B;NA;NA;Exótico;ALTO
San Antonio;Aceras;3877;479971.6351;1103981.785;Jacaranda;Jacaranda mimosifolia;Árbol;17.6;7;B;B;NA;NA;Exótico;ALTO
San Antonio;Aceras;5658;479866.6588;1103937.229;Coco;Cocos nucifera;Palma;22.2;8.2;B;B;NA;A;Exótico;ALTO
San Antonio;Aceras;5736;479966.0601;1103985.082;Jacaranda;Jacaranda mimosifolia;Árbol;17.3;8.8;C;B;NA;A;Exótico;ALTO
San Antonio;Aceras;5739;479960.1452;1103974.934;Jacaranda;Jacaranda mimosifolia;Árbol;22.7;7;B;B;3;A;Exótico;ALTO
La Asunción;Aceras;10692;481484.9094;1102932.392;Palmera phenix;Phoenix roebelenii;Palma;9.999;10.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10693;481492.4826;1102933.482;Palmera phenix;Phoenix roebelenii;Palma;9.999;11.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10694;481501.5341;1102933.125;Palmera phenix;Phoenix roebelenii;Palma;9.999;12.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10695;481507.462;1102932.686;Palmera phenix;Phoenix roebelenii;Palma;9.999;13.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10696;481516.4605;1102938.095;Palmera phenix;Phoenix roebelenii;Palma;9.999;14.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10697;481523.5629;1102933.892;Palmera phenix;Phoenix roebelenii;Palma;9.999;15.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10698;481528.7161;1102930.145;Palmera phenix;Phoenix roebelenii;Palma;9.999;16.8;B;C;NA;A;Exótico;ALTO
San Antonio;Aceras;2304;479300.596;1103795.205;Almendro ;Terminalia catappa;Árbol;29;7.2;B;A;0;A;Exótico;ALTO
San Antonio;Aceras;2308;479314.3731;1103799.601;Almendro ;Terminalia catappa;Árbol;20.9;7.2;B;A;0;A;Exótico;ALTO
San Antonio;Aceras;2309;479321.7869;1103796.36;Almendro ;Terminalia catappa;Árbol;29.2;7.2;B;A;0;A;Exótico;ALTO
San Antonio;Aceras;2522;479986.1065;1103965.261;Cedro;Cedrela odorata;Árbol;49.2;10.6;B;A;NA;A;Nativo;ALTO
San Antonio;Aceras;2523;479999.0292;1103969.37;Caoba;Swietenia macrophylla;Árbol;44.8;11.4;B;A;NA;A;Nativo;ALTO
San Antonio;Aceras;2951;479911.3582;1103582.371;Nance;Byrsonima crassifolia;Árbol;30.15;10;B;A;NA;A;Nativo;ALTO
La Asunción;Aceras;11318;481017.9187;1103646.445;Roble de Sabana;Tabebuia rosea;Árbol;9.999;11;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;11375;481284.4259;1103827.464;Roble de Sabana;Tabebuia rosea;Árbol;9.999;13;B;B;NA;A;Nativo;ALTO
La Ribera;Aceras;1396;479215.4527;1104063.263;Laurel de la India;Ficus benjamina;Árbol;52.5;14.6;A;B;NA;A;Exótico;ALTO
La Asunción;Aceras;10313;481396.2962;1102919.857;Palmera phenix;Phoenix roebelenii;Palma;15;3;B;C;2;A;Exótico;ALTO
San Antonio;Aceras;5557;479871.6298;1104101.225;Eucalipto;Eucalyptus spp.;Árbol;9.999;3;B;C;2;A;Exótico;ALTO
San Antonio;Aceras;2489;480081.2689;1103958.896;Hisopo;Callistemon lanceolatus;Árbol;13.13;5.4;B;B;0.5;B;Exótico;ALTO
San Antonio;Aceras;2498;480067.9212;1104017.083;Vainillo;Tecoma stans;Árbol;18.97;4;B;B;0.5;A;Nativo;ALTO
San Antonio;Aceras;2506;479905.3859;1103832.612;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.7;5;B;B;0;A;Exótico;ALTO
San Antonio;Aceras;2507;479905.1869;1103837.609;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10;5;B;B;0;A;Exótico;ALTO
San Antonio;Aceras;2520;479966.9361;1103963.788;Guachipelín;Diphysa americana;Árbol;16.3;6.2;B;B;NA;A;Nativo;ALTO
San Antonio;Aceras;2521;479973.6541;1103965.008;Guachipelín;Diphysa americana;Árbol;15.2;6.2;B;B;NA;A;Nativo;ALTO
San Antonio;Aceras;2550;480053.3678;1103988.298;Papaya;Carica papaya;Árbol;18.1;6;B;B;0;B;Nativo;ALTO
San Antonio;Aceras;3811;480047.9655;1103827.903;Jocote;Spondias purpurea;Árbol;20.2;6;B;B;NA;NA;Nativo;ALTO
San Antonio;Aceras;3814;480047.8595;1103834.539;Mango;Mangifera indica;Árbol;15.27;5.5;B;B;NA;NA;Exótico;ALTO
San Antonio;Aceras;5497;479878.1289;1104205.871;Lorito;Cojoba arborea;Árbol;28.5;3.6;B;B;0.5;A;Nativo;ALTO
San Antonio;Aceras;5506;479887.2356;1104139.734;Casco venado;Bauhinia purpurea;Árbol;18.7;3.8;B;B;1;A;Exótico;ALTO
San Antonio;Aceras;5560;479884.7642;1104107.752;Almendro ;Terminalia catappa;Árbol;21.1;5.2;B;B;0.5;A;Exótico;ALTO
San Antonio;Aceras;5561;479877.7636;1104110.769;Almendro ;Terminalia catappa;Árbol;20.65;5.6;B;B;0.5;A;Exótico;ALTO
San Antonio;Aceras;5689;479849.0828;1104042.798;Almendro ;Terminalia catappa;Árbol;17.8;3.8;B;B;0.5;A;Exótico;ALTO
San Antonio;Aceras;5717;479876.1916;1103961.067;Hisopo;Callistemon lanceolatus;Árbol;18.8;5.8;C;B;NA;B;Exótico;ALTO
San Antonio;Aceras;5719;479893.063;1103958.665;Almendro ;Terminalia catappa;Árbol;17.7;4;B;B;1;A;Exótico;ALTO
San Antonio;Aceras;5740;479959.3326;1103968.613;Laurel de la india;Ficus benjamina;Árbol;21;3.2;B;B;2;A;Exótico;ALTO
La Asunción;Aceras;6829;481278.6932;1103553.961;Casco venado;Bauhinia purpurea;Árbol;13.4;4.8;B;B;0.5;A;Exótico;ALTO
La Asunción;Aceras;7286;480972.5264;1103640.054;Orgullo de la india;Lagerstroemia speciosa;Árbol;14.8;3;B;B;0.5;C;Exótico;ALTO
La Asunción;Aceras;7297;481177.6492;1103630.767;Almendro;Terminalia catappa;Árbol;24.2;5.4;B;B;1;A;Exótico;ALTO
La Asunción;Aceras;8129;481524.4383;1103715.883;Llama del bosque;Spathodea campanulata;Árbol;14;6.3;B;B;1;B;Exótico;ALTO
La Asunción;Aceras;8619;481551.7789;1103773.603;Roble de Sabana;Tabebuia rosea;Árbol;10.3;4;B;B;0;A;Nativo;ALTO
La Asunción;Aceras;8826;481187.8446;1103629.545;Roble de Sabana;Tabebuia rosea;Árbol;17.9;6;B;B;0.5;A;Nativo;ALTO
La Asunción;Aceras;9037;481250.998;1103636.259;Roble de Sabana;Tabebuia rosea;Árbol;26.2;6.5;B;B;0;A;Nativo;ALTO
La Asunción;Aceras;9736;481420.6973;1103694.559;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.4;6;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;10006;481551.5217;1103772.372;Palmera real cubana;Roystonea regia;Palma;13.8;4.5;B;B;0;A;Exótico;ALTO
La Asunción;Aceras;10115;481340.781;1103833.076;Palmera real cubana;Roystonea regia;Palma;14.6;3;C;B;3;A;Exótico;ALTO
La Asunción;Aceras;10422;481552.6571;1103765.066;Palmera real cubana;Roystonea regia;Palma;15.2;5;B;B;0;A;Exótico;ALTO
La Asunción;Aceras;10592;481552.3923;1103768.292;Palmera real cubana;Roystonea regia;Palma;16.3;5;B;B;0;A;Exótico;ALTO
La Asunción;Aceras;10618;481378.6157;1103640.617;Palmera real cubana;Roystonea regia;Palma;16.5;4;C;B;0;A;Exótico;ALTO
La Asunción;Aceras;11888;481426.1767;1103700.638;Vainillo;Tecoma stans;Árbol;14.8;3.2;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;12200;481987.9626;1104521.883;Guanacaste;Enterolobium cyclocarpum;Árbol;15.33;4.5;B;B;3;A;Nativo;ALTO
La Asunción;Aceras;12201;481988.5136;1104521.04;Guanacaste;Enterolobium cyclocarpum;Árbol;15.53;4.5;B;B;3.7;A;Nativo;ALTO
San Antonio;Aceras;2858;478425.9815;1102908.043;Poró gigante;Erythrina poeppigiana;Árbol;63;8.4;B;A;NA;B;Exótico;ALTO
La Asunción;Aceras;10684;481416.891;1102920.682;Palmera phenix;Phoenix roebelenii;Palma;9.999;7.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10685;481426.6894;1102925.246;Palmera phenix;Phoenix roebelenii;Palma;9.999;8.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10689;481467.3092;1102927.737;Palmera phenix;Phoenix roebelenii;Palma;9.999;9.8;B;C;NA;A;Exótico;ALTO
San Antonio;Aceras;2563;479237.0629;1103336.406;Almendro;Terminalia catappa;Árbol;46.1;7.8;B;B;0.5;A;Exótico;ALTO
La Ribera;Aceras;265;480358.9147;1104951.503;Orgullo de la India;Lagerstroemia speciosa;Árbol;33.5;4.2;C;A;2;A;Exótico;ALTO
La Ribera;Aceras;266;480327.0793;1104944.205;Orgullo de la India;Lagerstroemia speciosa;Árbol;41.2;4.2;B;A;4;A;Exótico;ALTO
La Ribera;Aceras;267;480310.1941;1104934.565;Orgullo de la India;Lagerstroemia speciosa;Árbol;20.97;4.2;B;A;5;A;Exótico;ALTO
San Antonio;Aceras;2115;479061.9421;1103759.912;Llama del bosque;Spathodea campanulata;Árbol;12.7;3.2;B;A;1;A;Exótico;ALTO
San Antonio;Aceras;2302;479289.3495;1103798.706;Caña fístula;Cassia fistula;Árbol;13.1;4.4;B;A;0.5;A;Exótico;ALTO
San Antonio;Aceras;3350;479049.6342;1103609.715;Palmera múltiple;Chrysalidocarpus lutescens;Palma;12.4;6;B;A;0;A;Exótico;ALTO
San Antonio;Aceras;2518;479944.106;1103958.119;Caoba;Swietenia macrophylla;Árbol;45.7;9.6;B;A;NA;B;Nativo;ALTO
San Antonio;Aceras;2533;480014.9385;1103973.792;Roble Sabana;Tabebuia rosea;Árbol;25.8;7.2;B;A;NA;A;Nativo;ALTO
San Antonio;Aceras;2952;479905.3383;1103596.428;Coco;Cocos nucifera;Palma;26;9.6;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3073;480099.8836;1103601.345;Palmera múltiple;Chrysalidocarpus lutescens;Palma;11;7;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3112;480100.9821;1103545.241;Casia de Java;Cassia javanica;Árbol;17;7.5;B;A;0.5;A;Exótico;ALTO
San Antonio;Aceras;3301;479058.1298;1103347.661;Madero negro;Gliricidia sepium;Árbol;15.75;7.6;B;A;NA;A;Nativo;ALTO
San Antonio;Aceras;3797;480053.6612;1103818.278;Coco;Cocos nucifera;Palma;28.7;7.5;B;A;NA;NA;Exótico;ALTO
San Antonio;Aceras;3800;480051.7973;1103817.947;Coco;Cocos nucifera;Palma;24.6;7.5;B;A;NA;NA;Exótico;ALTO
San Antonio;Aceras;3836;480040.4177;1103858.653;Aguacate;Persea americana;Árbol;33;7.2;B;A;NA;NA;Nativo;ALTO
San Antonio;Aceras;5516;479905.1869;1104113.804;Almendro ;Terminalia catappa;Árbol;31;7.2;B;A;0;B;Exótico;ALTO
San Antonio;Aceras;5737;479961.1238;1103982.099;Jacaranda;Jacaranda mimosifolia;Árbol;12.2;7;B;A;NA;A;Exótico;ALTO
La Asunción;Aceras;11389;481099.0438;1103636.891;Roble de Sabana;Tabebuia rosea;Árbol;43.9;9;B;A;0;A;Nativo;ALTO
La Asunción;Aceras;6827;482089.2317;1102443.728;Poró gigante;Erythrina poeppigiana;Árbol;109;15;B;A;NA;NA;Exótico;ALTO
La Asunción;Aceras;10699;481572.2443;1102725.086;Palmera phenix;Phoenix roebelenii;Palma;9.999;16.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10700;481573.9511;1102720.143;Palmera phenix;Phoenix roebelenii;Palma;9.999;16.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10701;481575.9076;1102716.907;Palmera phenix;Phoenix roebelenii;Palma;9.999;16.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10702;481576.6773;1102712.699;Palmera phenix;Phoenix roebelenii;Palma;9.999;16.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;11835;482902.2394;1103133.571;Roble de Sabana;Tabebuia rosea;Árbol;78.6;15;B;A;NA;B;Nativo;ALTO
San Antonio;Aceras;2859;478445.4537;1102907.03;Laurel de la India;Ficus benjamina;Árbol;49.1;17.2;B;A;0;B;Exótico;ALTO
La Asunción;Aceras;7057;482152.0429;1102629.082;Laurel de la India;Ficus benjamina;Árbol;48.8;12;B;B;NA;C;Exótico;ALTO
La Asunción;Aceras;11344;481934.5654;1102606.885;Roble de Sabana;Tabebuia rosea;Árbol;41.5;10;B;B;NA;A;Nativo;ALTO
San Antonio;Polideportivo;4347;478745.3859;1103252.764;Poró gigante;Erythrina poeppigiana;Árbol;91.7;13.4;B;B;NA;NA;Exótico;ALTO
San Antonio;Polideportivo;4351;478751.2019;1103261.608;Cenízaro;Samanea saman;Árbol;60.5;12;B;B;NA;NA;Nativo;ALTO
La Ribera;Aceras;193;481147.9203;1104711.19;Flor blanca;Plumeria rubra;Árbol;9.999;4;B;A;1;A;Nativo;ALTO
La Asunción;Aceras;9779;481527.9735;1103708.308;Palmera real cubana;Roystonea regia;Palma;10.8;2.7;B;B;0.3;A;Exótico;ALTO
La Asunción;Aceras;10677;481372.7642;1102908.069;Palmera phenix;Phoenix roebelenii;Palma;9.999;3.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10678;481378.4917;1102912.394;Palmera phenix;Phoenix roebelenii;Palma;9.999;4.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10681;481403.7233;1102922.413;Palmera phenix;Phoenix roebelenii;Palma;9.999;5.8;B;C;NA;A;Exótico;ALTO
La Asunción;Aceras;10683;481411.4321;1102920.712;Palmera phenix;Phoenix roebelenii;Palma;9.999;6.8;B;C;NA;A;Exótico;ALTO
San Antonio;Aceras;2685;478654.0929;1102977.656;Roble Sabana;Tabebuia rosea;Árbol;17.7;3;B;B;2.5;A;Nativo;ALTO
San Antonio;Aceras;2797;478464.4422;1102787.684;Casco Venado;Bauhinia sp.;Árbol;11.3;3.8;B;B;1.5;A;Exótico;ALTO
San Antonio;Aceras;2798;478465.3774;1102783.901;Casco Venado;Bauhinia sp.;Árbol;14;4.1;B;B;0;A;Exótico;ALTO
San Antonio;Aceras;2867;478519.8349;1102967.752;Trueno;Ligustrum lucidum;Árbol;23.5;4.5;B;B;0;B;Exótico;ALTO
San Antonio;Aceras;5745;479429.6018;1103262.284;Caña fistula ;Cassia fistula;Árbol;31;5;B;B;1.5;A;Exótico;ALTO
San Antonio;Aceras;6050;478530.7008;1103108.688;Araucaria;Araucaria sp.;Árbol;11.3;4.5;B;B;0;NA;Exótico;ALTO
La Asunción;Aceras;9722;481424.6199;1102921.753;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10;4;C;B;0.3;A;Exótico;ALTO
La Asunción;Aceras;9730;481417.8177;1102919.216;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.16666667;4;B;B;0.3;A;Exótico;ALTO
La Asunción;Aceras;9739;481430.4474;1102924.494;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.45;4;C;B;0.3;A;Exótico;ALTO
La Asunción;Aceras;9795;481371.8551;1102907.597;Palmera múltiple;Chrysalidocarpus lutescens;Palma;11;4;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;9825;481513.2247;1102935.149;Palmera múltiple;Chrysalidocarpus lutescens;Palma;11.5;4.5;C;B;0.5;A;Exótico;ALTO
La Asunción;Aceras;12196;482139.463;1103955.366;Lorito;Cojoba arborea;Árbol;14.95;5.4;B;B;1;A;Nativo;ALTO
La Asunción;Aceras;12199;482143.0691;1103944.694;Lorito;Cojoba arborea;Árbol;18.3;5.4;B;B;2;A;Nativo;ALTO
La Ribera;Aceras;6;479629.5237;1104169.514;Casco venado;Bauhinia purpurea;Árbol;13.9;3;B;A;1;A;Exótico;ALTO
La Ribera;Aceras;1493;478565.9674;1103543.225;Roble Sabana;Tabebuia rosea;Árbol;18.3;3.8;B;A;NA;A;Nativo;ALTO
San Antonio;Aceras;2327;479592.0042;1103648.562;Aceituno;Simarouba amara;Árbol;10.1;3;B;A;0;A;Nativo;ALTO
San Antonio;Aceras;2420;480060.8767;1104058.023;Uruca;Trichilia havanensis;Árbol;9.999;3.5;B;B;NA;A;Nativo;ALTO
San Antonio;Aceras;2423;480070.2039;1104025.406;Uruca;Trichilia havanensis;Árbol;9.999;3.5;B;B;2;A;Nativo;ALTO
San Antonio;Aceras;2427;480150.4104;1104009.946;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10;6;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;2458;480108.2276;1103870.286;Corteza amarilla;Tabebuia ochracea;Árbol;19.75;6;B;A;0;B;Nativo;ALTO
San Antonio;Aceras;2508;479903.3681;1103839.603;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;4;B;B;NA;A;Exótico;ALTO
San Antonio;Aceras;2525;480000.9051;1103971.557;Mango;Mangifera indica;Árbol;13;3;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;2555;479996.6238;1104056.668;Palma navideña;Adonidia merrilli;Palma;12.2;3;B;A;2;B;Exótico;ALTO
San Antonio;Aceras;2876;479578.8719;1103451.755;Llama del bosque;Spathodea campanulata;Árbol;23.15;5.8;B;A;NA;B;Exótico;ALTO
San Antonio;Aceras;2887;479647.9569;1103432.499;Llama del bosque;Spathodea campanulata;Árbol;17.3;4.5;B;A;0;A;Exótico;ALTO
San Antonio;Aceras;2888;479650.8632;1103420.363;Roble de Sabana;Tabebuia rosea;Árbol;11.25;4.5;B;A;0;A;Nativo;ALTO
San Antonio;Aceras;2921;479819.2144;1103498.527;Roble de Sabana;Tabebuia rosea;Árbol;21;5;B;A;0;B;Nativo;ALTO
San Antonio;Aceras;2927;479852.6324;1103458.842;Cortez negro;Tabebuia impetiginosa;Árbol;13.2;5;B;A;0;A;Nativo;ALTO
San Antonio;Aceras;2942;479901.0129;1103503.117;Caña fístula;Cassia fistula;Árbol;14.25;3.5;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;2992;479981.799;1103637.767;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10;5;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3072;480103.484;1103615.22;Llama del bosque;Spathodea campanulata;Árbol;14.5;5;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3156;480197.9923;1103621.89;Palma navideña;Adonidia merrilli;Palma;18;4;B;A;0;NA;Exótico;ALTO
San Antonio;Aceras;3249;479460.6205;1103404.785;Palma phenix enana;Phoenix roebelenii;Palma;17.5;3.5;B;A;0;B;Exótico;ALTO
San Antonio;Aceras;3252;479462.0397;1103411.561;Palma phenix enana;Phoenix roebelenii;Palma;14.8;3.5;B;A;0;B;Exótico;ALTO
San Antonio;Aceras;3254;479454.6479;1103421.066;Palma phenix enana;Phoenix roebelenii;Palma;14;4;B;A;NA;B;Exótico;ALTO
San Antonio;Aceras;3255;479450.5015;1103417.176;Palma phenix enana;Phoenix roebelenii;Palma;12.5;4;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3256;479444.0476;1103414.018;Palma phenix enana;Phoenix roebelenii;Palma;13.5;4.5;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3257;479439.1617;1103418.841;Palma phenix enana;Phoenix roebelenii;Palma;16.3;4;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3514;479348.0874;1103488.771;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.6;4;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3562;479453.9082;1103526.052;Caña fístula;Cassia fistula;Árbol;21.85;4;B;A;NA;B;Exótico;ALTO
San Antonio;Aceras;3647;478725.9197;1103259.797;Malinche;Delonix regia;Árbol;12.37;6.2;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3713;478902.2987;1103389.884;Almendro;Terminalia catappa;Árbol;26.5;5.4;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3837;480042.7229;1103863.96;Guayaba;Psidium guajava;Árbol;16.15;5.3;B;A;NA;NA;Nativo;ALTO
San Antonio;Aceras;4535;479886.3121;1103424.579;Roble de Sabana;Tabebuia rosea;Árbol;14.5;4.5;B;A;0;A;Nativo;ALTO
San Antonio;Aceras;4589;480423.5469;1103497.176;Dama;Citharexylum donnell-smithii;Árbol;10;4;B;A;0.5;A;Nativo;ALTO
San Antonio;Aceras;4716;479786.9368;1103937.385;Palma navideña;Adonidia merrilli;Palma;15.2;4;C;A;NA;A;Exótico;ALTO
San Antonio;Aceras;4717;479787.4127;1103933.583;Palma navideña;Adonidia merrilli;Palma;13;3;C;A;NA;A;Exótico;ALTO
San Antonio;Aceras;4718;479788.2009;1103929.523;Palma navideña;Adonidia merrilli;Palma;16;4;C;A;1;A;Exótico;ALTO
San Antonio;Aceras;4719;479789.0812;1103925.518;Palma navideña;Adonidia merrilli;Palma;14.6;4;C;A;NA;A;Exótico;ALTO
San Antonio;Aceras;4734;479820.9286;1103838.222;Palma navideña;Adonidia merrilli;Palma;13.4;3;B;A;2;A;Exótico;ALTO
San Antonio;Aceras;4799;479786.2697;1104075.928;Llama del bosque;Spathodea campanulata;Árbol;46.2;4.2;B;A;0.8;A;Exótico;ALTO
San Antonio;Aceras;5475;479828.8071;1104233.82;Hisopo;Callistemon lanceolatus;Árbol;26.83;4;B;A;NA;B;Exótico;ALTO
San Antonio;Aceras;5479;479816.4957;1104189.266;Cas;Psidium friedrichsthalianum;Árbol;15.7;4;B;A;0.5;A;Nativo;ALTO
San Antonio;Aceras;5499;479872.7217;1104197.93;Lorito;Cojoba arborea;Árbol;22.5;4;B;A;1.2;A;Nativo;ALTO
San Antonio;Aceras;5500;479877.3302;1104191.077;Lorito;Cojoba arborea;Árbol;32;4.1;B;A;1;B;Nativo;ALTO
San Antonio;Aceras;5530;479827.0085;1104173.621;Guanábana;Annona muricata;Árbol;10.5;4.4;B;A;NA;A;Nativo;ALTO
San Antonio;Aceras;5546;479832.5026;1104136.908;Mango;Mangifera indica;Árbol;26.1;6.8;B;A;0;A;Exótico;ALTO
San Antonio;Aceras;5562;479871.8126;1104100.816;Laurel de la india;Ficus benjamina;Árbol;25.5;4.2;B;A;1;A;Exótico;ALTO
San Antonio;Aceras;5573;479821.1439;1104186.863;Cas;Psidium friedrichsthalianum;Árbol;15.4;3.4;B;A;0.5;A;Nativo;ALTO
San Antonio;Aceras;5620;479900.2942;1103709.053;Cortez negro;Tabebuia impetiginosa;Árbol;12.4;3.4;B;A;0;A;Nativo;ALTO
San Antonio;Aceras;5632;479926.211;1103762.843;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;5.4;B;B;NA;A;Exótico;ALTO
San Antonio;Aceras;5633;479919.328;1103762.56;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;6.4;B;B;NA;A;Exótico;ALTO
San Antonio;Aceras;5634;479919.732;1103763.569;Laurel de la india;Ficus benjamina;Árbol;14.48;3.8;B;A;2;A;Exótico;ALTO
San Antonio;Aceras;5673;479840.6023;1103945.717;Carambola;Averrhoa carambola;Árbol;11.5;4.4;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;5676;479849.8725;1103942.875;Roble sabana;Tabebuia rosea;Árbol;18.15;5;B;A;0.5;A;Nativo;ALTO
San Antonio;Aceras;5681;479866.2929;1103957.345;Hisopo;Callistemon lanceolatus;Árbol;14.48;4.2;C;A;0;A;Exótico;ALTO
San Antonio;Aceras;5695;479845.6482;1104080.668;Almendro ;Terminalia catappa;Árbol;17.4;4;B;A;0.5;A;Exótico;ALTO
San Antonio;Aceras;5722;479899.6239;1104073.927;Hisopo;Callistemon lanceolatus;Árbol;37;3.6;B;A;0;B;Exótico;ALTO
San Antonio;Aceras;5723;479898.0568;1104098.855;Hisopo;Callistemon lanceolatus;Árbol;40.4;5.2;B;A;NA;C;Exótico;ALTO
La Asunción;Aceras;6360;481292.5991;1103731.793;Almendro;Terminalia catappa;Árbol;9.999;3.8;B;B;1;A;Exótico;ALTO
La Asunción;Aceras;6650;480977.0371;1103502.75;Laurel negro;Cordia gerascanthus;Árbol;12.9;5;B;A;0;A;Nativo;ALTO
La Asunción;Aceras;6700;481218.1215;1104086.406;Ceiba;Ceiba pentandra;Árbol;12.2;5.5;B;A;NA;A;Nativo;ALTO
La Asunción;Aceras;6773;481485.915;1104199.201;Casco venado;Bauhinia purpurea;Árbol;9.999;4;B;B;0.6;A;Exótico;ALTO
La Asunción;Aceras;6775;481080.4086;1103642.209;Casco venado;Bauhinia purpurea;Árbol;9.999;4;B;B;0.5;A;Exótico;ALTO
La Asunción;Aceras;7206;481559.2661;1103750.379;Cerito;Casearia corymbosa;Árbol;9.999;3;B;B;1;A;Nativo;ALTO
La Asunción;Aceras;7756;481460.4269;1103701.158;Dama;Citharexylum donnell-smithii;Árbol;10.7;4.5;B;A;NA;A;Nativo;ALTO
La Asunción;Aceras;7967;481080.0361;1103978.646;Flor blanca;Plumeria rubra;Árbol;9.999;4;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8347;481281.0034;1103569.001;Hisopo;Callistemon lanceolatus;Árbol;9.999;4.8;B;B;1.5;A;Exótico;ALTO
